code,year,jiscode,region,city_category,pop,finance_index,expenditure,expenditure_social_welfare,lfp_male,lfp_female,olfp_male,oldp_female,lfp_rate_female,expenditure_social_welfare_rate
2015100000 ,2015 ,8542 ,茨城県 五霞町,3 ,8786 ,1 ,41 ,11 ,2863 ,2007 ,1012 ,1863 ,0.51860 ,0.25604 
2015100000 ,2015 ,8546 ,茨城県 境町,3 ,24517 ,1 ,91 ,28 ,7756 ,5780 ,2541 ,4684 ,0.55237 ,0.30373 
2015100000 ,2015 ,8564 ,茨城県 利根町,3 ,16313 ,0 ,63 ,17 ,4135 ,3012 ,2733 ,4228 ,0.41602 ,0.26349 
2015100000 ,2015 ,9201 ,栃木県 宇都宮市,2 ,518594 ,1 ,1968 ,707 ,148091 ,104122 ,52311 ,102489 ,0.50395 ,0.35907 
2015100000 ,2015 ,9202 ,栃木県 足利市,2 ,149452 ,1 ,518 ,191 ,43112 ,32378 ,19001 ,33894 ,0.48856 ,0.36931 
2015100000 ,2015 ,9203 ,栃木県 栃木市,2 ,159211 ,1 ,664 ,216 ,46845 ,34224 ,19338 ,35835 ,0.48850 ,0.32560 
2015100000 ,2015 ,9204 ,栃木県 佐野市,2 ,118919 ,1 ,521 ,159 ,35479 ,25783 ,14085 ,26254 ,0.49547 ,0.30497 
2015100000 ,2015 ,9205 ,栃木県 鹿沼市,2 ,98374 ,1 ,428 ,129 ,30027 ,22256 ,10969 ,20690 ,0.51823 ,0.30157 
2015100000 ,2015 ,9206 ,栃木県 日光市,2 ,83386 ,1 ,432 ,120 ,24581 ,19541 ,10554 ,18535 ,0.51321 ,0.27715 
2015100000 ,2015 ,9208 ,栃木県 小山市,2 ,166760 ,1 ,607 ,186 ,49350 ,34373 ,18025 ,33453 ,0.50678 ,0.30598 
2015100000 ,2015 ,9209 ,栃木県 真岡市,2 ,79539 ,1 ,310 ,97 ,24689 ,17867 ,8041 ,15140 ,0.54131 ,0.31214 
2015100000 ,2015 ,9210 ,栃木県 大田原市,2 ,75457 ,1 ,343 ,98 ,21647 ,16692 ,9562 ,14878 ,0.52873 ,0.28696 
2015100000 ,2015 ,9211 ,栃木県 矢板市,2 ,33354 ,1 ,128 ,44 ,9968 ,7341 ,4315 ,7406 ,0.49780 ,0.34609 
2015100000 ,2015 ,9213 ,栃木県 那須塩原市,2 ,117146 ,1 ,475 ,156 ,35153 ,27121 ,12074 ,22025 ,0.55185 ,0.32898 
2015100000 ,2015 ,9214 ,栃木県 さくら市,2 ,44901 ,1 ,178 ,55 ,13396 ,9128 ,6365 ,9019 ,0.50300 ,0.30882 
2015100000 ,2015 ,9215 ,栃木県 那須烏山市,2 ,27047 ,0 ,121 ,35 ,8154 ,6048 ,3691 ,6268 ,0.49107 ,0.29246 
2015100000 ,2015 ,9216 ,栃木県 下野市,2 ,59431 ,1 ,276 ,69 ,17932 ,13325 ,6883 ,12475 ,0.51647 ,0.24855 
2015100000 ,2015 ,9301 ,栃木県 上三川町,3 ,31046 ,1 ,113 ,32 ,10197 ,6988 ,2980 ,5659 ,0.55254 ,0.28344 
2015100000 ,2015 ,9342 ,栃木県 益子町,3 ,23281 ,1 ,80 ,29 ,7119 ,5383 ,2762 ,4792 ,0.52904 ,0.36115 
2015100000 ,2015 ,9343 ,栃木県 茂木町,3 ,13188 ,0 ,83 ,18 ,3936 ,2978 ,1849 ,3123 ,0.48812 ,0.21084 
2015100000 ,2015 ,9344 ,栃木県 市貝町,3 ,11720 ,1 ,48 ,14 ,3803 ,2727 ,1245 ,2198 ,0.55371 ,0.28184 
2015100000 ,2015 ,9345 ,栃木県 芳賀町,3 ,15189 ,1 ,80 ,19 ,4831 ,3515 ,1660 ,2993 ,0.54010 ,0.24185 
2015100000 ,2015 ,9361 ,栃木県 壬生町,3 ,39951 ,1 ,121 ,44 ,11665 ,9049 ,4735 ,8408 ,0.51836 ,0.36603 
2015100000 ,2015 ,9364 ,栃木県 野木町,3 ,25292 ,1 ,89 ,27 ,7610 ,5442 ,3134 ,5620 ,0.49195 ,0.30135 
2015100000 ,2015 ,9384 ,栃木県 塩谷町,3 ,11495 ,0 ,52 ,15 ,3526 ,2777 ,1449 ,2519 ,0.52436 ,0.28240 
2015100000 ,2015 ,9386 ,栃木県 高根沢町,3 ,29639 ,1 ,96 ,29 ,9647 ,6268 ,2816 ,5622 ,0.52717 ,0.30394 
2015100000 ,2015 ,9407 ,栃木県 那須町,3 ,24919 ,1 ,149 ,45 ,6998 ,5357 ,3605 ,5835 ,0.47865 ,0.30262 
2015100000 ,2015 ,9411 ,栃木県 那珂川町,3 ,16964 ,0 ,95 ,22 ,5295 ,3742 ,2332 ,3886 ,0.49056 ,0.22972 
2015100000 ,2015 ,10201 ,群馬県 前橋市,2 ,336154 ,1 ,1406 ,471 ,94618 ,74066 ,39579 ,71180 ,0.50993 ,0.33533 
2015100000 ,2015 ,10202 ,群馬県 高崎市,2 ,370884 ,1 ,1575 ,506 ,105790 ,80279 ,44131 ,80411 ,0.49959 ,0.32142 
2015100000 ,2015 ,10203 ,群馬県 桐生市,2 ,114714 ,1 ,463 ,169 ,32312 ,25727 ,15676 ,26900 ,0.48886 ,0.36417 
2015100000 ,2015 ,10204 ,群馬県 伊勢崎市,2 ,208814 ,1 ,786 ,282 ,61079 ,45675 ,23296 ,40773 ,0.52835 ,0.35904 
2015100000 ,2015 ,10205 ,群馬県 太田市,2 ,219807 ,1 ,794 ,286 ,65194 ,45057 ,24019 ,43401 ,0.50936 ,0.36075 
2015100000 ,2015 ,10206 ,群馬県 沼田市,2 ,48676 ,1 ,228 ,75 ,14335 ,11197 ,5647 ,10639 ,0.51278 ,0.32879 
2015100000 ,2015 ,10207 ,群馬県 館林市,2 ,76667 ,1 ,269 ,98 ,22602 ,16142 ,9239 ,16527 ,0.49411 ,0.36333 
2015100000 ,2015 ,10208 ,群馬県 渋川市,2 ,78391 ,1 ,373 ,111 ,22488 ,17477 ,10355 ,17770 ,0.49584 ,0.29842 
2015100000 ,2015 ,10209 ,群馬県 藤岡市,2 ,65708 ,1 ,272 ,91 ,19469 ,14989 ,8021 ,14495 ,0.50838 ,0.33591 
2015100000 ,2015 ,10210 ,群馬県 富岡市,2 ,49746 ,1 ,219 ,68 ,14572 ,11539 ,6465 ,10801 ,0.51652 ,0.30811 
2015100000 ,2015 ,10211 ,群馬県 安中市,2 ,58531 ,1 ,262 ,91 ,16973 ,12715 ,7798 ,13762 ,0.48023 ,0.34489 
2015100000 ,2015 ,10212 ,群馬県 みどり市,2 ,50906 ,1 ,198 ,69 ,15029 ,11687 ,5813 ,10420 ,0.52866 ,0.34997 
2015100000 ,2015 ,10344 ,群馬県 榛東村,3 ,14329 ,1 ,60 ,18 ,4730 ,3243 ,1411 ,2713 ,0.54449 ,0.29412 
2015100000 ,2015 ,10345 ,群馬県 吉岡町,3 ,21080 ,1 ,68 ,26 ,6134 ,4835 ,2220 ,3998 ,0.54738 ,0.38360 
2015100000 ,2015 ,10366 ,群馬県 上野村,3 ,1230 ,1 ,33 ,3 ,337 ,247 ,195 ,318 ,0.43717 ,0.10272 
2015100000 ,2015 ,10367 ,群馬県 神流町,3 ,1954 ,0 ,28 ,4 ,489 ,312 ,397 ,666 ,0.31902 ,0.15714 
2015100000 ,2015 ,10382 ,群馬県 下仁田町,3 ,7564 ,0 ,52 ,11 ,2222 ,1627 ,1236 ,2000 ,0.44858 ,0.21305 
2015100000 ,2015 ,10383 ,群馬県 南牧村,3 ,1979 ,0 ,21 ,6 ,471 ,320 ,423 ,706 ,0.31189 ,0.27358 
2015100000 ,2015 ,10384 ,群馬県 甘楽町,3 ,13200 ,0 ,80 ,13 ,4042 ,3206 ,1586 ,2793 ,0.53442 ,0.15547 
2015100000 ,2015 ,10421 ,群馬県 中之条町,3 ,16850 ,0 ,102 ,20 ,4833 ,3787 ,2456 ,4025 ,0.48477 ,0.19961 
2015100000 ,2015 ,10424 ,群馬県 長野原町,3 ,5536 ,0 ,61 ,8 ,1870 ,1301 ,592 ,1127 ,0.53583 ,0.12376 
2015100000 ,2015 ,10425 ,群馬県 嬬恋村,3 ,9780 ,0 ,64 ,11 ,3440 ,2361 ,1059 ,1853 ,0.56028 ,0.16381 
2015100000 ,2015 ,10426 ,群馬県 草津町,3 ,6518 ,1 ,54 ,10 ,2105 ,1708 ,762 ,1199 ,0.58755 ,0.17757 
2015100000 ,2015 ,10428 ,群馬県 高山村,3 ,3674 ,0 ,25 ,6 ,1122 ,881 ,421 ,803 ,0.52316 ,0.23984 
2015100000 ,2015 ,10429 ,群馬県 東吾妻町,3 ,14033 ,0 ,88 ,17 ,4239 ,3231 ,1841 ,3396 ,0.48755 ,0.19134 
2015100000 ,2015 ,10443 ,群馬県 片品村,3 ,4390 ,0 ,48 ,8 ,1422 ,1144 ,484 ,893 ,0.56161 ,0.17263 
2015100000 ,2015 ,10444 ,群馬県 川場村,3 ,3647 ,0 ,27 ,5 ,937 ,768 ,499 ,1014 ,0.43098 ,0.19343 
2015100000 ,2015 ,10448 ,群馬県 昭和村,3 ,7347 ,0 ,46 ,11 ,2402 ,1940 ,744 ,1322 ,0.59473 ,0.23516 
2015100000 ,2015 ,10449 ,群馬県 みなかみ町,3 ,19347 ,0 ,139 ,31 ,5861 ,4605 ,2499 ,4489 ,0.50638 ,0.21999 
2015100000 ,2015 ,10464 ,群馬県 玉村町,3 ,36654 ,1 ,120 ,38 ,11006 ,8864 ,3927 ,7102 ,0.55518 ,0.31412 
2015100000 ,2015 ,10521 ,群馬県 板倉町,3 ,15015 ,1 ,55 ,17 ,4698 ,3498 ,1726 ,3105 ,0.52976 ,0.30616 
2015100000 ,2015 ,10522 ,群馬県 明和町,3 ,11044 ,1 ,59 ,10 ,3466 ,2403 ,1310 ,2393 ,0.50104 ,0.17428 
2015100000 ,2015 ,10523 ,群馬県 千代田町,3 ,11318 ,1 ,47 ,13 ,3404 ,2475 ,1378 ,2447 ,0.50284 ,0.28145 
2015100000 ,2015 ,10524 ,群馬県 大泉町,3 ,41202 ,1 ,146 ,40 ,13933 ,8465 ,4329 ,7635 ,0.52578 ,0.27397 
2015100000 ,2015 ,10525 ,群馬県 邑楽町,3 ,26426 ,1 ,96 ,28 ,7966 ,5608 ,3316 ,5714 ,0.49532 ,0.29332 
2015100000 ,2015 ,11100 ,埼玉県 さいたま市,1 ,1263979 ,1 ,4494 ,1731 ,357952 ,253964 ,133313 ,258628 ,0.49545 ,0.38524 
2015100000 ,2015 ,11201 ,埼玉県 川越市,2 ,350745 ,1 ,1041 ,434 ,99576 ,71793 ,40367 ,70524 ,0.50446 ,0.41691 
2015100000 ,2015 ,11202 ,埼玉県 熊谷市,2 ,198742 ,1 ,644 ,256 ,58309 ,41761 ,24750 ,43160 ,0.49176 ,0.39655 
2015100000 ,2015 ,11203 ,埼玉県 川口市,2 ,578112 ,1 ,1839 ,809 ,175971 ,122496 ,54744 ,110821 ,0.52502 ,0.43995 
2015100000 ,2015 ,11206 ,埼玉県 行田市,2 ,82113 ,1 ,263 ,98 ,24534 ,17977 ,10422 ,18098 ,0.49832 ,0.37291 
2015100000 ,2015 ,11207 ,埼玉県 秩父市,2 ,63555 ,1 ,285 ,97 ,17783 ,13208 ,8837 ,15432 ,0.46117 ,0.34211 
2015100000 ,2015 ,11208 ,埼玉県 所沢市,2 ,340386 ,1 ,967 ,473 ,96064 ,70607 ,37742 ,69749 ,0.50306 ,0.48976 
2015100000 ,2015 ,11209 ,埼玉県 飯能市,2 ,80715 ,1 ,276 ,97 ,23721 ,16785 ,11116 ,18599 ,0.47437 ,0.35168 
2015100000 ,2015 ,11210 ,埼玉県 加須市,2 ,112229 ,1 ,379 ,140 ,35001 ,25290 ,13110 ,23907 ,0.51406 ,0.36863 
2015100000 ,2015 ,11211 ,埼玉県 本庄市,2 ,77881 ,1 ,328 ,109 ,22652 ,16708 ,9499 ,16498 ,0.50316 ,0.33160 
2015100000 ,2015 ,11212 ,埼玉県 東松山市,2 ,91437 ,1 ,303 ,110 ,26851 ,19099 ,11810 ,19379 ,0.49636 ,0.36190 
2015100000 ,2015 ,11214 ,埼玉県 春日部市,2 ,232709 ,1 ,710 ,294 ,68498 ,49522 ,28488 ,51744 ,0.48903 ,0.41383 
2015100000 ,2015 ,11215 ,埼玉県 狭山市,2 ,152405 ,1 ,453 ,184 ,44416 ,30419 ,19102 ,33866 ,0.47319 ,0.40503 
2015100000 ,2015 ,11216 ,埼玉県 羽生市,2 ,54874 ,1 ,181 ,65 ,16168 ,11882 ,6945 ,11998 ,0.49757 ,0.35671 
2015100000 ,2015 ,11217 ,埼玉県 鴻巣市,2 ,118072 ,1 ,360 ,129 ,34753 ,25001 ,14799 ,26458 ,0.48584 ,0.35869 
2015100000 ,2015 ,11218 ,埼玉県 深谷市,2 ,143811 ,1 ,518 ,197 ,42539 ,31291 ,17060 ,29689 ,0.51314 ,0.38048 
2015100000 ,2015 ,11219 ,埼玉県 上尾市,2 ,225196 ,1 ,598 ,267 ,66107 ,47706 ,26347 ,47833 ,0.49934 ,0.44738 
2015100000 ,2015 ,11221 ,埼玉県 草加市,2 ,247034 ,1 ,684 ,302 ,72394 ,50879 ,24144 ,45949 ,0.52546 ,0.44125 
2015100000 ,2015 ,11222 ,埼玉県 越谷市,2 ,337498 ,1 ,953 ,409 ,97273 ,69842 ,35927 ,68573 ,0.50458 ,0.42887 
2015100000 ,2015 ,11223 ,埼玉県 蕨市,2 ,72260 ,1 ,235 ,108 ,22140 ,15724 ,7268 ,13666 ,0.53501 ,0.46128 
2015100000 ,2015 ,11224 ,埼玉県 戸田市,2 ,136150 ,1 ,503 ,228 ,40974 ,28877 ,10938 ,21949 ,0.56815 ,0.45313 
2015100000 ,2015 ,11225 ,埼玉県 入間市,2 ,148390 ,1 ,393 ,165 ,43494 ,31332 ,17697 ,32488 ,0.49094 ,0.42010 
2015100000 ,2015 ,11227 ,埼玉県 朝霞市,2 ,136299 ,1 ,379 ,184 ,40749 ,28921 ,11761 ,23465 ,0.55207 ,0.48418 
2015100000 ,2015 ,11228 ,埼玉県 志木市,2 ,72676 ,1 ,211 ,96 ,20774 ,14955 ,7816 ,14792 ,0.50274 ,0.45592 
2015100000 ,2015 ,11229 ,埼玉県 和光市,2 ,80826 ,1 ,287 ,103 ,25210 ,17018 ,6479 ,13182 ,0.56351 ,0.35772 
2015100000 ,2015 ,11230 ,埼玉県 新座市,2 ,162122 ,1 ,484 ,235 ,48027 ,34327 ,16666 ,32079 ,0.51693 ,0.48636 
2015100000 ,2015 ,11231 ,埼玉県 桶川市,2 ,73936 ,1 ,224 ,85 ,21502 ,15539 ,9556 ,16783 ,0.48076 ,0.37840 
2015100000 ,2015 ,11232 ,埼玉県 久喜市,2 ,152311 ,1 ,522 ,186 ,45693 ,32505 ,18713 ,33082 ,0.49560 ,0.35621 
2015100000 ,2015 ,11233 ,埼玉県 北本市,2 ,67409 ,1 ,191 ,79 ,19794 ,14502 ,8762 ,15043 ,0.49084 ,0.41327 
2015100000 ,2015 ,11234 ,埼玉県 八潮市,2 ,86717 ,1 ,301 ,107 ,27342 ,18357 ,8078 ,15379 ,0.54414 ,0.35496 
2015100000 ,2015 ,11235 ,埼玉県 富士見市,2 ,108102 ,1 ,324 ,152 ,31321 ,23214 ,10752 ,21061 ,0.52431 ,0.46774 
2015100000 ,2015 ,11237 ,埼玉県 三郷市,2 ,136521 ,1 ,459 ,188 ,41433 ,28882 ,14515 ,27059 ,0.51629 ,0.40988 
2015100000 ,2015 ,11238 ,埼玉県 蓮田市,2 ,62380 ,1 ,198 ,69 ,17755 ,12455 ,8590 ,14895 ,0.45539 ,0.34879 
2015100000 ,2015 ,11239 ,埼玉県 坂戸市,2 ,101679 ,1 ,302 ,110 ,29052 ,20375 ,13190 ,21918 ,0.48176 ,0.36300 
2015100000 ,2015 ,11240 ,埼玉県 幸手市,2 ,52524 ,1 ,164 ,62 ,15505 ,10818 ,6948 ,12268 ,0.46860 ,0.37927 
2015100000 ,2015 ,11241 ,埼玉県 鶴ヶ島市,2 ,70255 ,1 ,211 ,79 ,20326 ,14987 ,8589 ,14843 ,0.50241 ,0.37672 
2015100000 ,2015 ,11242 ,埼玉県 日高市,2 ,56520 ,1 ,187 ,69 ,16246 ,11552 ,7477 ,12791 ,0.47455 ,0.36980 
2015100000 ,2015 ,11243 ,埼玉県 吉川市,2 ,69738 ,1 ,223 ,83 ,21283 ,15144 ,6577 ,12984 ,0.53840 ,0.37057 
2015100000 ,2015 ,11245 ,埼玉県 ふじみ野市,2 ,110970 ,1 ,471 ,163 ,31329 ,22245 ,11935 ,22870 ,0.49307 ,0.34621 
2015100000 ,2015 ,11246 ,埼玉県 白岡市,2 ,51535 ,1 ,133 ,49 ,15573 ,10678 ,6261 ,11749 ,0.47612 ,0.36992 
2015100000 ,2015 ,11301 ,埼玉県 伊奈町,3 ,44442 ,1 ,110 ,42 ,12684 ,8887 ,4851 ,8873 ,0.50039 ,0.38169 
2015100000 ,2015 ,11324 ,埼玉県 三芳町,3 ,38456 ,1 ,143 ,47 ,10735 ,7918 ,4421 ,7834 ,0.50267 ,0.32517 
2015100000 ,2015 ,11326 ,埼玉県 毛呂山町,3 ,37275 ,1 ,104 ,36 ,9723 ,7500 ,6318 ,8844 ,0.45888 ,0.34363 
2015100000 ,2015 ,11327 ,埼玉県 越生町,3 ,11716 ,1 ,43 ,13 ,3494 ,2666 ,1610 ,2601 ,0.50617 ,0.30047 
2015100000 ,2015 ,11341 ,埼玉県 滑川町,3 ,18212 ,1 ,58 ,19 ,5635 ,3729 ,2036 ,3597 ,0.50901 ,0.32699 
2015100000 ,2015 ,11342 ,埼玉県 嵐山町,3 ,18341 ,1 ,62 ,18 ,5412 ,3842 ,2577 ,4221 ,0.47650 ,0.28296 
2015100000 ,2015 ,11343 ,埼玉県 小川町,3 ,31178 ,1 ,91 ,32 ,9398 ,6864 ,4485 ,7401 ,0.48118 ,0.35801 
2015100000 ,2015 ,11346 ,埼玉県 川島町,3 ,20788 ,1 ,84 ,19 ,6458 ,4449 ,2476 ,4395 ,0.50305 ,0.22434 
2015100000 ,2015 ,11347 ,埼玉県 吉見町,3 ,19631 ,1 ,64 ,20 ,6332 ,4568 ,2401 ,4245 ,0.51833 ,0.30530 
2015100000 ,2015 ,11348 ,埼玉県 鳩山町,3 ,14338 ,1 ,49 ,14 ,3928 ,2859 ,2409 ,3881 ,0.42418 ,0.28745 
2015100000 ,2015 ,11349 ,埼玉県 ときがわ町,3 ,11492 ,1 ,55 ,14 ,3592 ,2583 ,1634 ,2644 ,0.49416 ,0.25865 
2015100000 ,2015 ,11361 ,埼玉県 横瀬町,3 ,8519 ,1 ,36 ,10 ,2466 ,1713 ,1204 ,2068 ,0.45305 ,0.26611 
2015100000 ,2015 ,11362 ,埼玉県 皆野町,3 ,10133 ,0 ,42 ,13 ,2896 ,2094 ,1466 ,2510 ,0.45482 ,0.30072 
2015100000 ,2015 ,11363 ,埼玉県 長瀞町,3 ,7324 ,0 ,33 ,9 ,2104 ,1642 ,1028 ,1764 ,0.48209 ,0.26426 
2015100000 ,2015 ,11365 ,埼玉県 小鹿野町,3 ,12117 ,0 ,70 ,20 ,3575 ,2654 ,1647 ,2868 ,0.48062 ,0.28205 
2015100000 ,2015 ,11369 ,埼玉県 東秩父村,3 ,2915 ,0 ,19 ,4 ,831 ,610 ,515 ,705 ,0.46388 ,0.22043 
2015100000 ,2015 ,11381 ,埼玉県 美里町,3 ,11207 ,1 ,48 ,14 ,3403 ,2481 ,1463 ,2440 ,0.50417 ,0.29730 
2015100000 ,2015 ,11383 ,埼玉県 神川町,3 ,13730 ,1 ,61 ,15 ,4247 ,3078 ,1678 ,2813 ,0.52249 ,0.24593 
2015100000 ,2015 ,11385 ,埼玉県 上里町,3 ,30565 ,1 ,98 ,33 ,9103 ,7007 ,3437 ,6078 ,0.53550 ,0.33129 
2015100000 ,2015 ,11408 ,埼玉県 寄居町,3 ,34081 ,1 ,115 ,40 ,10186 ,7447 ,4450 ,7607 ,0.49469 ,0.34866 
2015100000 ,2015 ,11442 ,埼玉県 宮代町,3 ,33705 ,1 ,95 ,33 ,9782 ,6535 ,4990 ,7870 ,0.45366 ,0.35010 
2015100000 ,2015 ,11464 ,埼玉県 杉戸町,3 ,45495 ,1 ,128 ,42 ,13323 ,9246 ,5989 ,10400 ,0.47063 ,0.32553 
2015100000 ,2015 ,11465 ,埼玉県 松伏町,3 ,30061 ,1 ,82 ,29 ,9085 ,6359 ,3492 ,6364 ,0.49980 ,0.35784 
2015100000 ,2015 ,12100 ,千葉県 千葉市,1 ,971882 ,1 ,3867 ,1424 ,259940 ,190683 ,110588 ,197089 ,0.49174 ,0.36816 
2015100000 ,2015 ,12202 ,千葉県 銚子市,2 ,64415 ,1 ,236 ,80 ,18186 ,14280 ,9074 ,15658 ,0.47699 ,0.33926 
2015100000 ,2015 ,12203 ,千葉県 市川市,2 ,481732 ,1 ,1339 ,592 ,131062 ,94409 ,39995 ,81251 ,0.53745 ,0.44218 
2015100000 ,2015 ,12204 ,千葉県 船橋市,2 ,622890 ,1 ,1992 ,825 ,174018 ,123663 ,65125 ,122878 ,0.50159 ,0.41393 
2015100000 ,2015 ,12205 ,千葉県 館山市,2 ,47464 ,1 ,187 ,69 ,12567 ,10236 ,7058 ,11664 ,0.46740 ,0.36932 
2015100000 ,2015 ,12206 ,千葉県 木更津市,2 ,134141 ,1 ,409 ,159 ,39255 ,27250 ,15729 ,28110 ,0.49223 ,0.38864 
2015100000 ,2015 ,12207 ,千葉県 松戸市,2 ,483480 ,1 ,1433 ,654 ,135020 ,97508 ,49786 ,96166 ,0.50346 ,0.45610 
2015100000 ,2015 ,12208 ,千葉県 野田市,2 ,153583 ,1 ,498 ,190 ,44148 ,31727 ,19173 ,33223 ,0.48848 ,0.38130 
2015100000 ,2015 ,12210 ,千葉県 茂原市,2 ,89688 ,1 ,299 ,102 ,24309 ,18205 ,11969 ,20287 ,0.47296 ,0.34136 
2015100000 ,2015 ,12211 ,千葉県 成田市,2 ,131190 ,1 ,618 ,176 ,38240 ,28518 ,12505 ,23276 ,0.55060 ,0.28421 
2015100000 ,2015 ,12212 ,千葉県 佐倉市,2 ,172739 ,1 ,466 ,178 ,47278 ,34530 ,22928 ,40669 ,0.45918 ,0.38087 
2015100000 ,2015 ,12213 ,千葉県 東金市,2 ,60652 ,1 ,243 ,72 ,17165 ,12508 ,7299 ,12803 ,0.49417 ,0.29646 
2015100000 ,2015 ,12215 ,千葉県 旭市,2 ,66586 ,1 ,286 ,83 ,20310 ,15820 ,7620 ,13768 ,0.53468 ,0.28931 
2015100000 ,2015 ,12216 ,千葉県 習志野市,2 ,167909 ,1 ,534 ,203 ,48232 ,33803 ,19518 ,35007 ,0.49125 ,0.38038 
2015100000 ,2015 ,12217 ,千葉県 柏市,2 ,413954 ,1 ,1264 ,473 ,114641 ,82151 ,44538 ,84030 ,0.49435 ,0.37449 
2015100000 ,2015 ,12218 ,千葉県 勝浦市,2 ,19248 ,0 ,84 ,26 ,5273 ,3720 ,3903 ,4809 ,0.43616 ,0.30861 
2015100000 ,2015 ,12219 ,千葉県 市原市,2 ,274656 ,1 ,879 ,355 ,79903 ,52140 ,32549 ,56764 ,0.47877 ,0.40335 
2015100000 ,2015 ,12220 ,千葉県 流山市,2 ,174373 ,1 ,549 ,199 ,49561 ,35573 ,19577 ,36844 ,0.49122 ,0.36314 
2015100000 ,2015 ,12221 ,千葉県 八千代市,2 ,193152 ,1 ,562 ,216 ,51686 ,37428 ,22186 ,40759 ,0.47870 ,0.38425 
2015100000 ,2015 ,12222 ,千葉県 我孫子市,2 ,131606 ,1 ,382 ,156 ,35322 ,25875 ,16700 ,29611 ,0.46633 ,0.40900 
2015100000 ,2015 ,12223 ,千葉県 鴨川市,2 ,33932 ,1 ,156 ,49 ,9256 ,8080 ,4537 ,7624 ,0.51452 ,0.31114 
2015100000 ,2015 ,12224 ,千葉県 鎌ケ谷市,2 ,108917 ,1 ,332 ,134 ,30485 ,22143 ,12722 ,23723 ,0.48278 ,0.40277 
2015100000 ,2015 ,12225 ,千葉県 君津市,2 ,86033 ,1 ,293 ,102 ,26853 ,17674 ,10331 ,19177 ,0.47961 ,0.34891 
2015100000 ,2015 ,12226 ,千葉県 富津市,2 ,45601 ,1 ,153 ,60 ,14119 ,9396 ,6106 ,10779 ,0.46572 ,0.38918 
2015100000 ,2015 ,12227 ,千葉県 浦安市,2 ,164024 ,2 ,742 ,217 ,46141 ,35705 ,13237 ,27766 ,0.56254 ,0.29295 
2015100000 ,2015 ,12228 ,千葉県 四街道市,2 ,89245 ,1 ,257 ,98 ,24011 ,17290 ,11672 ,20347 ,0.45939 ,0.38156 
2015100000 ,2015 ,12229 ,千葉県 袖ケ浦市,2 ,60952 ,1 ,248 ,75 ,18038 ,12643 ,7206 ,12702 ,0.49884 ,0.30085 
2015100000 ,2015 ,12230 ,千葉県 八街市,2 ,70734 ,1 ,194 ,84 ,22028 ,15890 ,7871 ,13913 ,0.53317 ,0.43292 
2015100000 ,2015 ,12231 ,千葉県 印西市,2 ,92670 ,1 ,311 ,96 ,27288 ,19965 ,9741 ,18766 ,0.51548 ,0.30945 
2015100000 ,2015 ,12232 ,千葉県 白井市,2 ,61674 ,1 ,204 ,65 ,17660 ,12492 ,6863 ,12949 ,0.49102 ,0.31912 
2015100000 ,2015 ,12233 ,千葉県 富里市,2 ,49636 ,1 ,158 ,56 ,15276 ,10988 ,5189 ,9250 ,0.54294 ,0.35082 
2015100000 ,2015 ,12234 ,千葉県 南房総市,2 ,39033 ,0 ,240 ,60 ,10776 ,9006 ,5855 ,9664 ,0.48238 ,0.25052 
2015100000 ,2015 ,12235 ,千葉県 匝瑳市,2 ,37261 ,0 ,154 ,50 ,10778 ,8269 ,4780 ,8341 ,0.49783 ,0.32124 
2015100000 ,2015 ,12236 ,千葉県 香取市,2 ,77499 ,1 ,380 ,101 ,22773 ,17037 ,10087 ,17515 ,0.49308 ,0.26472 
2015100000 ,2015 ,12237 ,千葉県 山武市,2 ,52222 ,1 ,227 ,63 ,15764 ,11602 ,6502 ,11570 ,0.50069 ,0.27653 
2015100000 ,2015 ,12238 ,千葉県 いすみ市,2 ,38594 ,0 ,157 ,52 ,10210 ,7823 ,6307 ,10036 ,0.43804 ,0.33333 
2015100000 ,2015 ,12239 ,千葉県 大網白里市,2 ,49184 ,1 ,153 ,54 ,13859 ,10012 ,6244 ,11068 ,0.47495 ,0.35036 
2015100000 ,2015 ,12322 ,千葉県 酒々井町,3 ,20955 ,1 ,62 ,19 ,5640 ,4361 ,2717 ,4464 ,0.49416 ,0.29743 
2015100000 ,2015 ,12329 ,千葉県 栄町,3 ,21228 ,1 ,69 ,19 ,6332 ,4706 ,2766 ,5005 ,0.48461 ,0.27850 
2015100000 ,2015 ,12342 ,千葉県 神崎町,3 ,6133 ,0 ,29 ,7 ,1937 ,1436 ,779 ,1305 ,0.52390 ,0.25606 
2015100000 ,2015 ,12347 ,千葉県 多古町,3 ,14724 ,1 ,67 ,15 ,4755 ,3522 ,1789 ,3150 ,0.52788 ,0.22789 
2015100000 ,2015 ,12349 ,千葉県 東庄町,3 ,14152 ,0 ,51 ,13 ,4235 ,3152 ,1968 ,3273 ,0.49058 ,0.25781 
2015100000 ,2015 ,12403 ,千葉県 九十九里町,3 ,16510 ,0 ,63 ,17 ,4689 ,3599 ,2279 ,3964 ,0.47587 ,0.26475 
2015100000 ,2015 ,12409 ,千葉県 芝山町,3 ,7431 ,1 ,50 ,10 ,2369 ,1793 ,813 ,1551 ,0.53618 ,0.19679 
