code,year,jiscode,region,city_category,pop,finance_index,expenditure,expenditure_social_welfare,lfp_male,lfp_female,olfp_male,oldp_female,lfp_rate_female,expenditure_social_welfare_rate
2015100000 ,2015 ,20430 ,長野県 大桑村,3 ,3825 ,0 ,35 ,7 ,1127 ,808 ,531 ,970 ,0.45444 ,0.18678 
2015100000 ,2015 ,20432 ,長野県 木曽町,3 ,11826 ,0 ,110 ,18 ,3562 ,2726 ,1516 ,2744 ,0.49835 ,0.16058 
2015100000 ,2015 ,20446 ,長野県 麻績村,3 ,2788 ,0 ,29 ,5 ,805 ,626 ,364 ,745 ,0.45660 ,0.17895 
2015100000 ,2015 ,20448 ,長野県 生坂村,3 ,1843 ,0 ,21 ,4 ,531 ,394 ,264 ,464 ,0.45921 ,0.21359 
2015100000 ,2015 ,20450 ,長野県 山形村,3 ,8395 ,0 ,36 ,10 ,2692 ,2146 ,739 ,1458 ,0.59545 ,0.28809 
2015100000 ,2015 ,20451 ,長野県 朝日村,3 ,4462 ,0 ,33 ,9 ,1419 ,1181 ,492 ,830 ,0.58727 ,0.28746 
2015100000 ,2015 ,20452 ,長野県 筑北村,3 ,4730 ,0 ,48 ,10 ,1491 ,1091 ,614 ,1123 ,0.49277 ,0.20124 
2015100000 ,2015 ,20481 ,長野県 池田町,3 ,9926 ,0 ,48 ,13 ,2788 ,2206 ,1303 ,2423 ,0.47656 ,0.27789 
2015100000 ,2015 ,20482 ,長野県 松川村,3 ,9948 ,0 ,43 ,13 ,2990 ,2366 ,1149 ,2183 ,0.52011 ,0.30184 
2015100000 ,2015 ,20485 ,長野県 白馬村,3 ,8929 ,0 ,72 ,11 ,2872 ,2187 ,890 ,1691 ,0.56395 ,0.15181 
2015100000 ,2015 ,20486 ,長野県 小谷村,3 ,2904 ,0 ,52 ,5 ,972 ,668 ,335 ,623 ,0.51743 ,0.09320 
2015100000 ,2015 ,20521 ,長野県 坂城町,3 ,14871 ,1 ,78 ,17 ,4493 ,3306 ,1865 ,3329 ,0.49827 ,0.21584 
2015100000 ,2015 ,20541 ,長野県 小布施町,3 ,10702 ,0 ,47 ,12 ,3293 ,2881 ,1096 ,1997 ,0.59061 ,0.25793 
2015100000 ,2015 ,20543 ,長野県 高山村,3 ,7033 ,0 ,43 ,11 ,2300 ,1835 ,691 ,1333 ,0.57923 ,0.24706 
2015100000 ,2015 ,20561 ,長野県 山ノ内町,3 ,12429 ,0 ,64 ,17 ,3958 ,3365 ,1368 ,2471 ,0.57659 ,0.26439 
2015100000 ,2015 ,20562 ,長野県 木島平村,3 ,4658 ,0 ,35 ,7 ,1474 ,1187 ,489 ,932 ,0.56017 ,0.19828 
2015100000 ,2015 ,20563 ,長野県 野沢温泉村,3 ,3479 ,0 ,30 ,6 ,1099 ,880 ,360 ,754 ,0.53856 ,0.18212 
2015100000 ,2015 ,20583 ,長野県 信濃町,3 ,8469 ,0 ,56 ,12 ,2596 ,2020 ,1069 ,1947 ,0.50920 ,0.21708 
2015100000 ,2015 ,20588 ,長野県 小川村,3 ,2665 ,0 ,32 ,6 ,788 ,578 ,355 ,677 ,0.46056 ,0.17901 
2015100000 ,2015 ,20590 ,長野県 飯綱町,3 ,11063 ,0 ,68 ,16 ,3597 ,2978 ,1183 ,2128 ,0.58324 ,0.22761 
2015100000 ,2015 ,20602 ,長野県 栄村,3 ,1953 ,0 ,37 ,4 ,614 ,424 ,240 ,521 ,0.44868 ,0.10627 
2015100000 ,2015 ,21201 ,岐阜県 岐阜市,2 ,406735 ,1 ,1516 ,569 ,112996 ,92824 ,46401 ,88112 ,0.51302 ,0.37505 
2015100000 ,2015 ,21202 ,岐阜県 大垣市,2 ,159879 ,1 ,601 ,203 ,46154 ,35902 ,18515 ,34410 ,0.51061 ,0.33733 
2015100000 ,2015 ,21203 ,岐阜県 高山市,2 ,89182 ,1 ,482 ,126 ,26590 ,23242 ,9543 ,17167 ,0.57517 ,0.26140 
2015100000 ,2015 ,21204 ,岐阜県 多治見市,2 ,110441 ,1 ,364 ,127 ,31759 ,25015 ,13311 ,24320 ,0.50704 ,0.34852 
2015100000 ,2015 ,21205 ,岐阜県 関市,2 ,89153 ,1 ,371 ,112 ,26362 ,21142 ,10461 ,18338 ,0.53551 ,0.30264 
2015100000 ,2015 ,21206 ,岐阜県 中津川市,2 ,78883 ,1 ,366 ,103 ,23009 ,18063 ,9177 ,16936 ,0.51610 ,0.28036 
2015100000 ,2015 ,21207 ,岐阜県 美濃市,2 ,20760 ,1 ,89 ,26 ,6192 ,5021 ,2540 ,4560 ,0.52406 ,0.29003 
2015100000 ,2015 ,21208 ,岐阜県 瑞浪市,2 ,38730 ,1 ,153 ,47 ,10743 ,8907 ,5096 ,8692 ,0.50611 ,0.30719 
2015100000 ,2015 ,21209 ,岐阜県 羽島市,2 ,67337 ,1 ,214 ,77 ,19490 ,15195 ,7139 ,13237 ,0.53443 ,0.36032 
2015100000 ,2015 ,21210 ,岐阜県 恵那市,2 ,51073 ,0 ,295 ,70 ,14842 ,11685 ,6328 ,11551 ,0.50288 ,0.23595 
2015100000 ,2015 ,21211 ,岐阜県 美濃加茂市,2 ,55384 ,1 ,188 ,66 ,16481 ,12750 ,5620 ,10349 ,0.55197 ,0.35035 
2015100000 ,2015 ,21212 ,岐阜県 土岐市,2 ,57827 ,1 ,194 ,70 ,16661 ,13781 ,7133 ,12401 ,0.52635 ,0.36364 
2015100000 ,2015 ,21213 ,岐阜県 各務原市,2 ,144690 ,1 ,460 ,162 ,42059 ,30698 ,17291 ,31831 ,0.49094 ,0.35100 
2015100000 ,2015 ,21214 ,岐阜県 可児市,2 ,98695 ,1 ,297 ,98 ,28765 ,21613 ,11456 ,20555 ,0.51255 ,0.32850 
2015100000 ,2015 ,21215 ,岐阜県 山県市,2 ,27114 ,0 ,123 ,35 ,7965 ,6439 ,3423 ,6135 ,0.51209 ,0.28595 
2015100000 ,2015 ,21216 ,岐阜県 瑞穂市,2 ,54354 ,1 ,173 ,60 ,15880 ,11983 ,5764 ,10310 ,0.53752 ,0.34569 
2015100000 ,2015 ,21217 ,岐阜県 飛騨市,2 ,24696 ,0 ,185 ,37 ,7110 ,5735 ,3218 ,5732 ,0.50013 ,0.20119 
2015100000 ,2015 ,21218 ,岐阜県 本巣市,2 ,33995 ,1 ,150 ,41 ,9894 ,7633 ,3898 ,7264 ,0.51239 ,0.27570 
2015100000 ,2015 ,21219 ,岐阜県 郡上市,2 ,42090 ,0 ,292 ,61 ,12272 ,9684 ,5372 ,9397 ,0.50752 ,0.20836 
2015100000 ,2015 ,21220 ,岐阜県 下呂市,2 ,33585 ,0 ,203 ,48 ,9427 ,8018 ,4523 ,7660 ,0.51142 ,0.23805 
2015100000 ,2015 ,21221 ,岐阜県 海津市,2 ,35206 ,1 ,160 ,48 ,10794 ,8631 ,4135 ,7238 ,0.54389 ,0.30044 
2015100000 ,2015 ,21302 ,岐阜県 岐南町,3 ,24622 ,1 ,87 ,26 ,7346 ,5735 ,2238 ,4532 ,0.55859 ,0.30230 
2015100000 ,2015 ,21303 ,岐阜県 笠松町,3 ,22750 ,1 ,71 ,24 ,6420 ,5017 ,2454 ,5355 ,0.48371 ,0.34366 
2015100000 ,2015 ,21341 ,岐阜県 養老町,3 ,29029 ,1 ,109 ,34 ,8578 ,6624 ,3553 ,6390 ,0.50899 ,0.31221 
2015100000 ,2015 ,21361 ,岐阜県 垂井町,3 ,27556 ,1 ,84 ,30 ,7731 ,5958 ,3650 ,6202 ,0.48997 ,0.35867 
2015100000 ,2015 ,21362 ,岐阜県 関ケ原町,3 ,7419 ,1 ,40 ,9 ,2107 ,1608 ,1130 ,1819 ,0.46922 ,0.23038 
2015100000 ,2015 ,21381 ,岐阜県 神戸町,3 ,19282 ,1 ,74 ,22 ,5601 ,4226 ,2553 ,4358 ,0.49231 ,0.29796 
2015100000 ,2015 ,21382 ,岐阜県 輪之内町,3 ,9973 ,1 ,38 ,12 ,2996 ,2341 ,985 ,1853 ,0.55818 ,0.32105 
2015100000 ,2015 ,21383 ,岐阜県 安八町,3 ,14752 ,1 ,62 ,19 ,4334 ,3258 ,1693 ,2995 ,0.52103 ,0.30081 
2015100000 ,2015 ,21401 ,岐阜県 揖斐川町,3 ,21503 ,0 ,154 ,35 ,6078 ,4783 ,2909 ,5244 ,0.47701 ,0.22648 
2015100000 ,2015 ,21403 ,岐阜県 大野町,3 ,23453 ,1 ,70 ,26 ,6947 ,5479 ,2585 ,4802 ,0.53292 ,0.37000 
2015100000 ,2015 ,21404 ,岐阜県 池田町,3 ,24347 ,1 ,83 ,28 ,6972 ,5511 ,2874 ,5092 ,0.51976 ,0.33414 
2015100000 ,2015 ,21421 ,岐阜県 北方町,3 ,18169 ,1 ,72 ,21 ,5376 ,4526 ,1893 ,3675 ,0.55188 ,0.28809 
2015100000 ,2015 ,21501 ,岐阜県 坂祝町,3 ,8202 ,1 ,31 ,9 ,2637 ,1806 ,866 ,1476 ,0.55027 ,0.29712 
2015100000 ,2015 ,21502 ,岐阜県 富加町,3 ,5564 ,0 ,27 ,8 ,1685 ,1389 ,583 ,1124 ,0.55273 ,0.27574 
2015100000 ,2015 ,21503 ,岐阜県 川辺町,3 ,10197 ,0 ,42 ,13 ,2953 ,2357 ,1294 ,2191 ,0.51825 ,0.30216 
2015100000 ,2015 ,21504 ,岐阜県 七宗町,3 ,3876 ,0 ,32 ,7 ,1054 ,856 ,589 ,1022 ,0.45580 ,0.20505 
2015100000 ,2015 ,21505 ,岐阜県 八百津町,3 ,11027 ,0 ,60 ,16 ,3041 ,2451 ,1621 ,2689 ,0.47685 ,0.26878 
2015100000 ,2015 ,21506 ,岐阜県 白川町,3 ,8392 ,0 ,59 ,14 ,2416 ,1934 ,1155 ,2107 ,0.47859 ,0.23939 
2015100000 ,2015 ,21507 ,岐阜県 東白川村,3 ,2261 ,0 ,26 ,5 ,709 ,560 ,242 ,506 ,0.52533 ,0.19157 
2015100000 ,2015 ,21521 ,岐阜県 御嵩町,3 ,18111 ,1 ,90 ,20 ,5439 ,4171 ,2187 ,3811 ,0.52255 ,0.22606 
2015100000 ,2015 ,21604 ,岐阜県 白川村,3 ,1609 ,0 ,33 ,3 ,547 ,428 ,133 ,271 ,0.61230 ,0.09422 
2015100000 ,2015 ,22100 ,静岡県 静岡市,1 ,704989 ,1 ,2768 ,925 ,205336 ,161228 ,83930 ,151893 ,0.51491 ,0.33397 
2015100000 ,2015 ,22130 ,静岡県 浜松市,1 ,797980 ,1 ,2875 ,968 ,239447 ,178899 ,90505 ,164270 ,0.52131 ,0.33662 
2015100000 ,2015 ,22203 ,静岡県 沼津市,2 ,195633 ,1 ,707 ,242 ,58222 ,43346 ,23211 ,42961 ,0.50223 ,0.34276 
2015100000 ,2015 ,22205 ,静岡県 熱海市,2 ,37544 ,1 ,177 ,59 ,9706 ,8440 ,5742 ,10726 ,0.44036 ,0.33333 
2015100000 ,2015 ,22206 ,静岡県 三島市,2 ,110046 ,1 ,359 ,129 ,32409 ,24125 ,12840 ,24122 ,0.50003 ,0.36014 
2015100000 ,2015 ,22207 ,静岡県 富士宮市,2 ,130770 ,1 ,445 ,159 ,38626 ,29033 ,14834 ,27513 ,0.51344 ,0.35708 
2015100000 ,2015 ,22208 ,静岡県 伊東市,2 ,68345 ,1 ,258 ,106 ,17271 ,14909 ,9952 ,17062 ,0.46633 ,0.41010 
2015100000 ,2015 ,22209 ,静岡県 島田市,2 ,98112 ,1 ,365 ,112 ,29635 ,23552 ,11242 ,20205 ,0.53825 ,0.30784 
2015100000 ,2015 ,22210 ,静岡県 富士市,2 ,248399 ,1 ,879 ,301 ,73635 ,53891 ,27793 ,53277 ,0.50286 ,0.34289 
2015100000 ,2015 ,22211 ,静岡県 磐田市,2 ,167210 ,1 ,635 ,180 ,51506 ,37431 ,18985 ,33219 ,0.52981 ,0.28380 
2015100000 ,2015 ,22212 ,静岡県 焼津市,2 ,139462 ,1 ,477 ,136 ,41540 ,32450 ,15966 ,29169 ,0.52662 ,0.28619 
2015100000 ,2015 ,22213 ,静岡県 掛川市,2 ,114602 ,1 ,449 ,129 ,36192 ,27230 ,12066 ,22113 ,0.55185 ,0.28734 
2015100000 ,2015 ,22214 ,静岡県 藤枝市,2 ,143605 ,1 ,446 ,139 ,42397 ,32995 ,16946 ,30368 ,0.52073 ,0.31216 
2015100000 ,2015 ,22215 ,静岡県 御殿場市,2 ,88078 ,1 ,350 ,94 ,28558 ,19363 ,8803 ,16433 ,0.54093 ,0.26829 
2015100000 ,2015 ,22216 ,静岡県 袋井市,2 ,85789 ,1 ,326 ,89 ,26870 ,19674 ,8534 ,15752 ,0.55535 ,0.27303 
2015100000 ,2015 ,22219 ,静岡県 下田市,2 ,22916 ,0 ,107 ,35 ,6206 ,4866 ,3406 ,5755 ,0.45815 ,0.32491 
2015100000 ,2015 ,22220 ,静岡県 裾野市,2 ,52737 ,1 ,222 ,61 ,16949 ,10989 ,5497 ,10675 ,0.50725 ,0.27585 
2015100000 ,2015 ,22221 ,静岡県 湖西市,2 ,59789 ,1 ,211 ,60 ,19170 ,13178 ,6631 ,11752 ,0.52860 ,0.28253 
2015100000 ,2015 ,22222 ,静岡県 伊豆市,2 ,31317 ,1 ,161 ,44 ,8892 ,7483 ,4312 ,7319 ,0.50554 ,0.27402 
2015100000 ,2015 ,22223 ,静岡県 御前崎市,2 ,32578 ,1 ,151 ,37 ,10739 ,7804 ,3230 ,5957 ,0.56711 ,0.24337 
2015100000 ,2015 ,22224 ,静岡県 菊川市,2 ,46763 ,1 ,176 ,52 ,14942 ,11313 ,4812 ,8427 ,0.57310 ,0.29522 
2015100000 ,2015 ,22225 ,静岡県 伊豆の国市,2 ,48152 ,1 ,192 ,68 ,13689 ,11282 ,5826 ,10615 ,0.51523 ,0.35309 
2015100000 ,2015 ,22226 ,静岡県 牧之原市,2 ,45547 ,1 ,202 ,57 ,14634 ,11904 ,4672 ,8429 ,0.58545 ,0.28281 
2015100000 ,2015 ,22301 ,静岡県 東伊豆町,3 ,12624 ,1 ,52 ,14 ,3400 ,3069 ,1996 ,3085 ,0.49870 ,0.26386 
2015100000 ,2015 ,22302 ,静岡県 河津町,3 ,7303 ,0 ,43 ,8 ,2076 ,1642 ,1053 ,1730 ,0.48695 ,0.18824 
2015100000 ,2015 ,22304 ,静岡県 南伊豆町,3 ,8524 ,0 ,50 ,11 ,2132 ,1663 ,1501 ,2396 ,0.40971 ,0.22709 
2015100000 ,2015 ,22305 ,静岡県 松崎町,3 ,6837 ,0 ,38 ,9 ,1792 ,1465 ,1090 ,1836 ,0.44380 ,0.24211 
2015100000 ,2015 ,22306 ,静岡県 西伊豆町,3 ,8234 ,0 ,79 ,10 ,2067 ,1740 ,1452 ,2307 ,0.42995 ,0.13148 
2015100000 ,2015 ,22325 ,静岡県 函南町,3 ,37661 ,1 ,115 ,39 ,10874 ,8359 ,4832 ,8652 ,0.49139 ,0.33711 
2015100000 ,2015 ,22341 ,静岡県 清水町,3 ,32118 ,1 ,96 ,32 ,9484 ,7335 ,3268 ,6642 ,0.52479 ,0.33264 
2015100000 ,2015 ,22342 ,静岡県 長泉町,3 ,42331 ,1 ,144 ,43 ,12733 ,9050 ,4473 ,8162 ,0.52580 ,0.29743 
2015100000 ,2015 ,22344 ,静岡県 小山町,3 ,19497 ,1 ,99 ,24 ,6885 ,4111 ,2170 ,3827 ,0.51789 ,0.23742 
2015100000 ,2015 ,22424 ,静岡県 吉田町,3 ,29093 ,1 ,98 ,27 ,9252 ,7244 ,2753 ,5181 ,0.58302 ,0.27041 
2015100000 ,2015 ,22429 ,静岡県 川根本町,3 ,7192 ,0 ,76 ,13 ,2169 ,1629 ,1096 ,1759 ,0.48081 ,0.17018 
2015100000 ,2015 ,22461 ,静岡県 森町,3 ,18528 ,1 ,87 ,20 ,5717 ,4453 ,2163 ,3806 ,0.53917 ,0.22706 
2015100000 ,2015 ,23100 ,愛知県 名古屋市,1 ,2295638 ,1 ,10469 ,4008 ,648908 ,484609 ,231823 ,448894 ,0.51913 ,0.38287 
2015100000 ,2015 ,23201 ,愛知県 豊橋市,2 ,374765 ,1 ,1181 ,466 ,113020 ,83061 ,39860 ,72698 ,0.53327 ,0.39468 
2015100000 ,2015 ,23202 ,愛知県 岡崎市,2 ,381051 ,1 ,1184 ,425 ,118483 ,81441 ,38935 ,75914 ,0.51756 ,0.35861 
2015100000 ,2015 ,23203 ,愛知県 一宮市,2 ,380868 ,1 ,1145 ,491 ,106948 ,83353 ,42976 ,79055 ,0.51323 ,0.42886 
2015100000 ,2015 ,23204 ,愛知県 瀬戸市,2 ,129046 ,1 ,364 ,153 ,35841 ,27416 ,16176 ,27690 ,0.49751 ,0.41900 
2015100000 ,2015 ,23205 ,愛知県 半田市,2 ,116908 ,1 ,383 ,143 ,33700 ,24678 ,12862 ,23531 ,0.51190 ,0.37444 
2015100000 ,2015 ,23206 ,愛知県 春日井市,2 ,306508 ,1 ,950 ,379 ,87467 ,63740 ,35212 ,63784 ,0.49983 ,0.39867 
2015100000 ,2015 ,23207 ,愛知県 豊川市,2 ,182436 ,1 ,605 ,231 ,55351 ,41580 ,19793 ,35683 ,0.53816 ,0.38109 
2015100000 ,2015 ,23208 ,愛知県 津島市,2 ,63431 ,1 ,195 ,79 ,18050 ,14039 ,7422 ,13480 ,0.51016 ,0.40627 
2015100000 ,2015 ,23209 ,愛知県 碧南市,2 ,71346 ,1 ,290 ,85 ,23242 ,16106 ,7167 ,13207 ,0.54945 ,0.29404 
2015100000 ,2015 ,23210 ,愛知県 刈谷市,2 ,149765 ,1 ,535 ,173 ,49240 ,29974 ,13667 ,27793 ,0.51888 ,0.32442 
2015100000 ,2015 ,23211 ,愛知県 豊田市,2 ,422542 ,1 ,1867 ,491 ,134926 ,83735 ,43266 ,78895 ,0.51488 ,0.26310 
2015100000 ,2015 ,23212 ,愛知県 安城市,2 ,184140 ,1 ,619 ,226 ,56759 ,38303 ,17059 ,33503 ,0.53342 ,0.36474 
2015100000 ,2015 ,23213 ,愛知県 西尾市,2 ,167990 ,1 ,526 ,190 ,53348 ,38187 ,17169 ,32260 ,0.54207 ,0.36118 
2015100000 ,2015 ,23214 ,愛知県 蒲郡市,2 ,81100 ,1 ,271 ,97 ,23910 ,18677 ,9501 ,16282 ,0.53425 ,0.35741 
2015100000 ,2015 ,23215 ,愛知県 犬山市,2 ,74308 ,1 ,256 ,83 ,21069 ,15155 ,9625 ,16490 ,0.47891 ,0.32448 
2015100000 ,2015 ,23216 ,愛知県 常滑市,2 ,56547 ,1 ,208 ,64 ,16112 ,12376 ,6034 ,11125 ,0.52662 ,0.30747 
2015100000 ,2015 ,23217 ,愛知県 江南市,2 ,98359 ,1 ,273 ,114 ,27797 ,21480 ,11599 ,20957 ,0.50616 ,0.41899 
2015100000 ,2015 ,23219 ,愛知県 小牧市,2 ,149462 ,1 ,510 ,177 ,42419 ,30113 ,15151 ,28242 ,0.51603 ,0.34805 
2015100000 ,2015 ,23220 ,愛知県 稲沢市,2 ,136867 ,1 ,473 ,165 ,40097 ,30268 ,15163 ,27750 ,0.52170 ,0.34884 
2015100000 ,2015 ,23221 ,愛知県 新城市,2 ,47133 ,1 ,229 ,62 ,14224 ,10902 ,5774 ,10266 ,0.51502 ,0.26903 
2015100000 ,2015 ,23222 ,愛知県 東海市,2 ,111944 ,1 ,454 ,146 ,36200 ,23163 ,10817 ,20474 ,0.53081 ,0.32129 
2015100000 ,2015 ,23223 ,愛知県 大府市,2 ,89157 ,1 ,266 ,106 ,27691 ,18692 ,8541 ,16641 ,0.52902 ,0.39767 
2015100000 ,2015 ,23224 ,愛知県 知多市,2 ,84617 ,1 ,251 ,96 ,25053 ,17519 ,9971 ,17830 ,0.49560 ,0.38204 
2015100000 ,2015 ,23225 ,愛知県 知立市,2 ,70501 ,1 ,221 ,83 ,22473 ,14420 ,6564 ,12784 ,0.53007 ,0.37675 
2015100000 ,2015 ,23226 ,愛知県 尾張旭市,2 ,80787 ,1 ,227 ,89 ,22584 ,17148 ,9214 ,17339 ,0.49723 ,0.39127 
2015100000 ,2015 ,23227 ,愛知県 高浜市,2 ,46236 ,1 ,143 ,57 ,14726 ,9806 ,4190 ,8229 ,0.54372 ,0.40042 
2015100000 ,2015 ,23228 ,愛知県 岩倉市,2 ,47562 ,1 ,147 ,56 ,13641 ,9974 ,4804 ,9009 ,0.52542 ,0.37950 
2015100000 ,2015 ,23229 ,愛知県 豊明市,2 ,69127 ,1 ,207 ,79 ,19815 ,14101 ,8056 ,14100 ,0.50002 ,0.38298 
2015100000 ,2015 ,23230 ,愛知県 日進市,2 ,87977 ,1 ,229 ,95 ,25111 ,18045 ,8774 ,17478 ,0.50798 ,0.41528 
2015100000 ,2015 ,23231 ,愛知県 田原市,2 ,62364 ,1 ,306 ,78 ,21514 ,16152 ,5323 ,9771 ,0.62308 ,0.25393 
2015100000 ,2015 ,23232 ,愛知県 愛西市,2 ,63088 ,1 ,225 ,83 ,18315 ,14685 ,7867 ,13561 ,0.51990 ,0.36849 
2015100000 ,2015 ,23233 ,愛知県 清須市,2 ,67327 ,1 ,237 ,95 ,19379 ,14104 ,6881 ,12545 ,0.52925 ,0.40219 
2015100000 ,2015 ,23234 ,愛知県 北名古屋市,2 ,84133 ,1 ,292 ,112 ,25226 ,18308 ,8294 ,16121 ,0.53176 ,0.38430 
2015100000 ,2015 ,23235 ,愛知県 弥富市,2 ,43269 ,1 ,143 ,59 ,13069 ,9830 ,4508 ,8233 ,0.54421 ,0.41498 
2015100000 ,2015 ,23236 ,愛知県 みよし市,2 ,61810 ,1 ,270 ,64 ,18354 ,12294 ,7680 ,10951 ,0.52889 ,0.23817 
2015100000 ,2015 ,23237 ,愛知県 あま市,2 ,86898 ,1 ,268 ,112 ,25057 ,18479 ,9666 ,17560 ,0.51275 ,0.41636 
2015100000 ,2015 ,23238 ,愛知県 長久手市,2 ,57598 ,1 ,193 ,64 ,16643 ,12216 ,5043 ,10425 ,0.53955 ,0.32987 
2015100000 ,2015 ,23302 ,愛知県 東郷町,3 ,42858 ,1 ,114 ,42 ,12511 ,8960 ,4725 ,8538 ,0.51206 ,0.37115 
2015100000 ,2015 ,23342 ,愛知県 豊山町,3 ,15177 ,1 ,58 ,19 ,4837 ,3385 ,1321 ,2594 ,0.56615 ,0.33333 
2015100000 ,2015 ,23361 ,愛知県 大口町,3 ,23274 ,1 ,84 ,31 ,7087 ,4926 ,2540 ,4745 ,0.50936 ,0.36962 
2015100000 ,2015 ,23362 ,愛知県 扶桑町,3 ,33806 ,1 ,91 ,36 ,9794 ,7146 ,4020 ,7207 ,0.49788 ,0.39341 
2015100000 ,2015 ,23424 ,愛知県 大治町,3 ,30990 ,1 ,83 ,33 ,9353 ,6627 ,2845 ,5669 ,0.53896 ,0.39614 
2015100000 ,2015 ,23425 ,愛知県 蟹江町,3 ,37085 ,1 ,101 ,36 ,11186 ,8581 ,3830 ,7287 ,0.54077 ,0.35439 
2015100000 ,2015 ,23427 ,愛知県 飛島村,3 ,4397 ,2 ,59 ,10 ,1398 ,1065 ,413 ,892 ,0.54420 ,0.16212 
2015100000 ,2015 ,23441 ,愛知県 阿久比町,3 ,27747 ,1 ,98 ,32 ,7939 ,5803 ,3195 ,5976 ,0.49266 ,0.32350 
2015100000 ,2015 ,23442 ,愛知県 東浦町,3 ,49230 ,1 ,139 ,52 ,14569 ,10384 ,5752 ,10318 ,0.50159 ,0.37455 
2015100000 ,2015 ,23445 ,愛知県 南知多町,3 ,18707 ,1 ,76 ,22 ,5667 ,4409 ,2291 ,4194 ,0.51250 ,0.28346 
2015100000 ,2015 ,23446 ,愛知県 美浜町,3 ,23575 ,1 ,70 ,25 ,6639 ,5316 ,3141 ,5244 ,0.50341 ,0.34943 
2015100000 ,2015 ,23447 ,愛知県 武豊町,3 ,42473 ,1 ,130 ,47 ,12858 ,8887 ,4908 ,8715 ,0.50489 ,0.35890 
2015100000 ,2015 ,23501 ,愛知県 幸田町,3 ,39549 ,1 ,136 ,43 ,12117 ,8790 ,3787 ,7211 ,0.54934 ,0.31637 
2015100000 ,2015 ,23561 ,愛知県 設楽町,3 ,5074 ,0 ,65 ,11 ,1445 ,1112 ,812 ,1300 ,0.46103 ,0.16667 
2015100000 ,2015 ,23562 ,愛知県 東栄町,3 ,3446 ,0 ,31 ,6 ,902 ,703 ,577 ,983 ,0.41696 ,0.17628 
2015100000 ,2015 ,23563 ,愛知県 豊根村,3 ,1135 ,0 ,27 ,3 ,306 ,247 ,162 ,311 ,0.44265 ,0.10000 
2015100000 ,2015 ,24201 ,三重県 津市,2 ,279886 ,1 ,1146 ,384 ,76318 ,59903 ,34884 ,62098 ,0.49100 ,0.33482 
2015100000 ,2015 ,24202 ,三重県 四日市市,2 ,311031 ,1 ,1186 ,373 ,89090 ,64475 ,31102 ,60346 ,0.51654 ,0.31448 
2015100000 ,2015 ,24203 ,三重県 伊勢市,2 ,127817 ,1 ,493 ,173 ,34425 ,29668 ,15348 ,27617 ,0.51790 ,0.35011 
2015100000 ,2015 ,24204 ,三重県 松阪市,2 ,163863 ,1 ,633 ,263 ,45078 ,36927 ,19376 ,35485 ,0.50996 ,0.41534 
2015100000 ,2015 ,24205 ,三重県 桑名市,2 ,140303 ,1 ,504 ,164 ,40903 ,30718 ,15096 ,29142 ,0.51316 ,0.32566 
2015100000 ,2015 ,24207 ,三重県 鈴鹿市,2 ,196403 ,1 ,617 ,237 ,56045 ,41726 ,22115 ,39540 ,0.51345 ,0.38427 
2015100000 ,2015 ,24208 ,三重県 名張市,2 ,78795 ,1 ,288 ,107 ,21857 ,17022 ,9938 ,18142 ,0.48407 ,0.37144 
2015100000 ,2015 ,24209 ,三重県 尾鷲市,2 ,18009 ,0 ,106 ,35 ,4654 ,3841 ,2749 ,4843 ,0.44231 ,0.32701 
2015100000 ,2015 ,24210 ,三重県 亀山市,2 ,50254 ,1 ,202 ,61 ,14636 ,10417 ,5346 ,9882 ,0.51318 ,0.30188 
2015100000 ,2015 ,24211 ,三重県 鳥羽市,2 ,19448 ,0 ,109 ,30 ,5360 ,4918 ,2531 ,4368 ,0.52961 ,0.27742 
2015100000 ,2015 ,24212 ,三重県 熊野市,2 ,17322 ,0 ,126 ,32 ,4168 ,3436 ,2812 ,5012 ,0.40672 ,0.25357 
2015100000 ,2015 ,24214 ,三重県 いなべ市,2 ,45815 ,1 ,228 ,69 ,14248 ,10204 ,4849 ,9021 ,0.53077 ,0.30294 
2015100000 ,2015 ,24215 ,三重県 志摩市,2 ,50341 ,0 ,274 ,83 ,13091 ,11788 ,7229 ,12359 ,0.48818 ,0.30494 
2015100000 ,2015 ,24216 ,三重県 伊賀市,2 ,90581 ,1 ,435 ,142 ,26493 ,19944 ,11768 ,21260 ,0.48403 ,0.32598 
2015100000 ,2015 ,24303 ,三重県 木曽岬町,3 ,6357 ,1 ,35 ,7 ,2064 ,1574 ,731 ,1314 ,0.54501 ,0.18857 
2015100000 ,2015 ,24324 ,三重県 東員町,3 ,25344 ,1 ,80 ,25 ,7312 ,5462 ,3001 ,5521 ,0.49731 ,0.31824 
2015100000 ,2015 ,24341 ,三重県 菰野町,3 ,40210 ,1 ,112 ,41 ,11494 ,8666 ,4327 ,8370 ,0.50869 ,0.36502 
2015100000 ,2015 ,24343 ,三重県 朝日町,3 ,10560 ,1 ,44 ,12 ,2895 ,2070 ,901 ,1994 ,0.50935 ,0.28054 
2015100000 ,2015 ,24344 ,三重県 川越町,3 ,14752 ,1 ,64 ,18 ,4664 ,3215 ,1269 ,2637 ,0.54938 ,0.28302 
2015100000 ,2015 ,24441 ,三重県 多気町,3 ,14878 ,1 ,74 ,22 ,4427 ,3351 ,1703 ,3242 ,0.50827 ,0.28937 
